age,gender,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm,class,height_m,BMI,BP_Category,fitness_score
21,M,175.0,84.7,28.0,61.0,133.0,50.9,11.6,42.0,156.0,D,1.75,27.65714285714286,Hypertension Stage 1,0.4528735632183909
21,M,178.9,75.5,17.2,81.0,138.0,40.8,15.4,55.0,213.0,B,1.7890000000000001,23.589909267897315,Hypertension Stage 1,0.6560344827586208
54,F,148.0,53.4,27.9,97.0,159.0,27.9,23.0,35.0,145.0,A,1.48,24.3791088385683,Hypertension Stage 2,0.33534482758620693
21,M,179.0,82.8,15.4,67.0,122.0,58.9,19.9,56.0,278.0,B,1.79,25.84189007833713,Elevated,0.9028735632183907
24,M,163.9,64.8,23.6,94.0,141.0,39.7,13.2,47.0,224.0,C,1.639,24.122210264521627,Hypertension Stage 2,0.643103448275862
31,M,178.0,84.66,18.9,75.0,129.0,59.2,15.1,47.0,196.0,A,1.78,26.7201110970837,Elevated,0.632183908045977
27,M,180.9,77.1,19.9,76.0,156.0,40.9,22.0,52.0,209.0,B,1.8090000000000002,23.560106231327236,Hypertension Stage 2,0.628448275862069
22,F,163.8,54.2,28.4,96.0,151.0,23.6,19.4,41.0,155.0,B,1.6380000000000001,20.2009359518517,Hypertension Stage 2,0.36752873563218386
61,F,152.6,56.4,37.6,93.0,136.0,28.9,20.2,4.0,125.0,D,1.526,24.219771234813255,Hypertension Stage 1,0.1637931034482759
60,M,171.9,60.9,16.7,78.0,128.0,33.6,10.9,28.0,190.0,B,1.719,20.60940905819061,Elevated,0.4931034482758621
41,F,160.0,50.0,20.6,62.0,106.0,27.4,22.6,38.0,178.0,A,1.6,19.531249999999996,Normal,0.4583333333333333
59,M,166.1,67.8,25.9,98.0,151.0,40.6,22.4,34.0,188.0,B,1.661,24.574824723143575,Hypertension Stage 2,0.4982758620689656
51,M,174.5,71.2,21.2,92.0,136.0,40.7,13.0,41.0,203.0,C,1.745,23.382402443329692,Hypertension Stage 1,0.575287356321839
34,M,181.1,70.5,19.4,70.0,131.0,34.1,12.7,40.0,217.0,C,1.811,21.495730886865072,Hypertension Stage 1,0.5988505747126438
22,F,169.2,53.2,16.0,66.0,103.0,30.0,27.1,54.0,202.0,A,1.692,18.58278982166111,Normal,0.5939655172413792
22,F,162.1,55.1,23.2,61.0,99.0,28.5,23.1,43.0,198.0,A,1.621,20.969378998120366,Normal,0.5258620689655172
23,F,161.8,47.8,17.2,66.0,103.0,25.2,21.5,47.0,178.0,A,1.618,18.258742423385854,Normal,0.4876436781609195
27,F,152.3,55.5,37.5,81.0,126.0,16.6,16.1,37.0,113.0,D,1.5230000000000001,23.92727144174528,Hypertension Stage 1,0.18908045977011492
25,F,160.9,63.7,36.1,99.0,144.0,26.4,23.6,37.0,179.0,B,1.609,24.60522519188793,Hypertension Stage 2,0.4109195402298851
37,F,149.5,38.1,17.3,66.0,110.0,16.2,23.0,35.0,167.0,A,1.495,17.046789185803288,Normal,0.3954022988505746
21,M,170.0,50.1,16.3,67.0,124.0,28.5,6.4,44.0,210.0,C,1.7,17.33564013840831,Elevated,0.5830459770114942
31,M,174.0,67.6,15.6,82.0,140.0,39.3,5.1,38.0,225.0,C,1.74,22.327916501519354,Hypertension Stage 1,0.6419540229885057
49,M,176.2,73.3,22.2,88.0,147.0,45.0,9.9,33.0,223.0,C,1.7619999999999998,23.609792298247406,Hypertension Stage 1,0.6192528735632183
27,M,182.5,81.0,17.8,66.0,115.0,42.0,9.1,44.0,233.0,C,1.825,24.319759804841436,Normal,0.6836206896551723
49,F,155.9,57.0,23.3,67.0,104.0,25.1,17.5,25.0,110.0,C,1.5590000000000002,23.45214794931538,Normal,0.2112068965517241
36,F,156.6,55.0,26.6,80.0,124.0,30.1,12.5,24.0,149.0,C,1.5659999999999998,22.427412659499684,Hypertension Stage 1,0.3252873563218391
33,M,179.2,76.3,23.8,85.0,126.0,32.0,8.7,36.0,188.0,D,1.7919999999999998,23.76011439732143,Hypertension Stage 1,0.48534482758620684
61,F,146.5,56.16,37.3,89.0,152.0,26.9,23.5,12.0,118.0,B,1.465,26.166874395741356,Hypertension Stage 1,0.16178160919540233
24,F,166.9,70.0,23.7,55.0,102.0,39.1,23.8,47.0,186.0,A,1.669,25.12958789988803,Normal,0.531896551724138
25,M,168.8,63.9,26.0,81.0,131.0,38.2,20.1,49.0,215.0,B,1.6880000000000002,22.426214595359486,Hypertension Stage 1,0.6117816091954023
28,F,161.4,55.9,35.2,77.0,128.0,22.4,18.1,30.0,152.0,B,1.614,21.458766155495052,Elevated,0.3043103448275862
26,F,162.6,57.2,32.6,69.0,116.0,26.9,20.6,43.0,128.0,A,1.626,21.634902695890432,Normal,0.2931034482758621
62,M,175.0,68.0,22.6,75.0,123.0,46.0,2.8,33.0,194.0,C,1.75,22.20408163265306,Elevated,0.5376436781609196
51,M,172.4,75.6,23.3,83.0,120.0,47.4,22.4,55.0,211.0,A,1.724,25.435909582743417,Hypertension Stage 1,0.6517241379310343
21,F,160.7,56.6,29.2,71.0,110.0,25.6,30.1,32.0,157.0,B,1.607,21.917180165029396,Normal,0.35086206896551725
56,F,149.0,46.7,23.2,95.0,157.0,25.0,28.0,41.0,186.0,A,1.49,21.0350885095266,Hypertension Stage 2,0.4755747126436782
52,M,165.4,74.8,27.5,86.0,143.0,38.9,18.2,56.0,217.0,B,1.6540000000000001,27.34201942014448,Hypertension Stage 1,0.6353448275862068
21,F,169.2,64.9,35.3,68.0,125.0,29.9,22.3,39.0,174.0,B,1.692,22.669606380184323,Elevated,0.4146551724137931
56,F,157.2,60.4,36.2,70.0,118.0,24.2,14.3,16.0,132.0,C,1.5719999999999998,24.44172510019489,Normal,0.20890804597701151
36,M,169.9,67.1,17.9,98.0,149.0,48.8,16.3,59.0,228.0,B,1.699,23.245332486200894,Hypertension Stage 2,0.731609195402299
32,F,163.5,55.6,25.5,68.0,108.0,28.2,24.5,36.0,183.0,A,1.635,20.79884783360922,Normal,0.45517241379310336
21,F,159.9,49.7,25.4,76.0,116.0,23.4,24.3,11.0,145.0,D,1.599,19.43835284795336,Normal,0.260632183908046
63,M,165.8,63.9,20.7,82.0,123.0,26.9,14.2,28.0,160.0,B,1.6580000000000001,23.245120707291907,Hypertension Stage 1,0.3761494252873564
32,M,168.0,69.8,21.9,88.0,127.0,50.9,26.3,68.0,248.0,A,1.68,24.73072562358277,Hypertension Stage 1,0.8094827586206896
28,M,175.1,75.5,13.8,71.0,126.0,44.5,11.4,66.0,247.0,B,1.751,24.624910428926803,Elevated,0.8057471264367816
40,M,169.8,84.1,25.0,93.0,132.0,57.9,19.8,40.0,220.0,B,1.6980000000000002,29.168938444868964,Hypertension Stage 1,0.6597701149425287
26,F,158.8,56.9,27.6,60.0,93.0,21.8,20.8,37.0,172.0,B,1.588,22.563749532069863,Normal,0.40201149425287364
56,F,156.9,49.9,35.9,67.0,128.0,12.1,1.2,20.0,118.0,D,1.569,20.270042461473718,Elevated,0.14626436781609192
22,M,168.4,69.9,15.0,51.0,118.0,44.0,16.3,61.0,234.0,A,1.6840000000000002,24.648642244176006,Normal,0.7491379310344827
29,M,172.7,72.6,27.5,82.0,121.0,35.0,3.3,40.0,213.0,D,1.7269999999999999,24.34175828634022,Hypertension Stage 1,0.5666666666666667
61,M,171.6,86.4,28.7,70.0,142.0,35.1,-2.4,12.0,162.0,D,1.716,29.34128808254683,Hypertension Stage 2,0.3364942528735632
54,F,162.9,51.4,29.4,82.0,122.0,19.5,20.5,24.0,134.0,C,1.629,19.36961329735258,Hypertension Stage 1,0.24367816091954023
56,M,168.8,66.4,23.8,91.0,143.0,34.3,20.2,35.0,186.0,C,1.6880000000000002,23.303609532580126,Hypertension Stage 2,0.4833333333333333
36,M,173.0,72.7,19.2,91.0,149.0,45.9,7.8,46.0,204.0,C,1.73,24.29082161114638,Hypertension Stage 2,0.6132183908045976
24,M,167.5,65.66,19.1,98.0,154.0,45.3,18.3,44.0,241.0,C,1.675,23.402985074626866,Hypertension Stage 2,0.7123563218390804
59,F,145.7,51.6,41.4,99.0,154.0,24.8,20.1,12.0,122.0,C,1.4569999999999999,24.306957301249412,Hypertension Stage 2,0.15545977011494255
23,F,158.2,47.9,30.4,75.0,116.0,21.6,10.9,26.0,131.0,C,1.5819999999999999,19.139145986533077,Normal,0.2439655172413793
41,M,179.3,73.4,18.0,99.0,150.0,43.3,17.3,47.0,246.0,B,1.7930000000000001,22.831554452479725,Hypertension Stage 2,0.7327586206896551
35,M,169.9,61.7,22.2,85.0,136.0,38.1,14.3,37.0,216.0,C,1.699,21.374620184777875,Hypertension Stage 1,0.5908045977011495
30,M,163.7,65.5,23.6,84.0,116.0,43.5,14.5,42.0,230.0,B,1.6369999999999998,24.442405296874476,Hypertension Stage 1,0.6568965517241379
44,F,167.8,63.8,24.3,63.0,117.0,29.1,14.8,43.0,170.0,C,1.6780000000000002,22.65879267701915,Normal,0.44396551724137934
28,M,170.0,74.0,28.0,83.0,130.0,37.7,6.0,50.0,193.0,D,1.7,25.605536332179934,Hypertension Stage 1,0.5442528735632183
22,M,169.5,65.0,20.1,60.0,110.0,38.1,16.2,40.0,151.0,D,1.695,22.624237519687437,Normal,0.4186781609195402
21,M,187.9,74.7,21.06,73.0,123.0,44.7,7.7,45.0,221.0,C,1.879,21.157631149697746,Elevated,0.6504022988505747
53,M,170.0,75.1,22.4,99.0,142.0,42.8,7.4,29.0,181.0,D,1.7,25.986159169550174,Hypertension Stage 2,0.4801724137931035
21,F,158.4,48.9,22.7,81.0,128.0,25.0,21.4,41.0,163.0,A,1.584,19.489401591674316,Hypertension Stage 1,0.4109195402298851
63,F,157.6,58.2,29.2,76.0,121.0,22.9,17.9,27.0,126.0,B,1.5759999999999998,23.432064727253994,Elevated,0.23965517241379317
62,M,174.7,71.9,23.6,74.0,130.0,41.2,16.6,40.0,205.0,A,1.7469999999999999,23.5582529409317,Hypertension Stage 1,0.5727011494252873
32,M,179.7,90.0,29.3,96.0,151.0,49.7,1.5,50.0,216.0,D,1.797,27.87060236732897,Hypertension Stage 2,0.6410919540229884
38,M,172.3,71.6,15.5,65.0,111.0,47.4,6.2,47.0,230.0,C,1.723,24.118065340420088,Normal,0.7057471264367815
24,M,180.3,80.2,24.7,77.0,127.0,64.3,19.0,57.0,235.0,A,1.8030000000000002,24.67078194996999,Elevated,0.7709770114942529
23,M,183.3,79.4,19.8,79.0,136.0,48.9,23.0,48.0,199.0,C,1.8330000000000002,23.631733072134224,Hypertension Stage 1,0.6114942528735631
63,M,172.4,71.66,18.9,79.0,152.0,43.1,15.8,38.0,173.0,A,1.724,24.110281490732717,Hypertension Stage 2,0.49396551724137927
27,M,178.8,73.38,7.8,75.0,126.0,49.6,21.5,54.0,223.0,A,1.788,22.95317027761512,Elevated,0.7341954022988506
59,F,158.2,54.34,29.6,74.0,133.0,25.1,28.6,42.0,148.0,A,1.5819999999999999,21.71234223190412,Hypertension Stage 1,0.3511494252873563
36,F,166.5,53.7,25.9,84.0,130.0,27.4,18.9,40.0,186.0,A,1.665,19.370722073424776,Hypertension Stage 1,0.4718390804597701
34,F,167.5,65.8,26.0,61.0,115.0,31.0,20.5,50.0,174.0,B,1.675,23.452884829583425,Normal,0.47614942528735626
23,M,180.4,90.5,26.8,70.0,120.0,46.1,4.5,42.0,185.0,D,1.804,27.808368690419417,Elevated,0.5258620689655172
21,F,158.8,49.7,28.4,84.0,139.0,15.2,24.2,28.0,174.0,D,1.588,19.7085826317025,Hypertension Stage 1,0.3606321839080459
24,M,177.0,89.9,18.9,80.0,117.0,56.8,12.7,54.0,232.0,C,1.77,28.695457882473107,Hypertension Stage 1,0.7488505747126437
55,M,170.0,75.5,20.6,67.0,114.0,45.4,12.5,40.0,216.0,B,1.7,26.124567474048447,Normal,0.6249999999999999
43,M,169.0,68.6,12.4,80.0,120.0,45.7,20.2,55.0,239.0,A,1.69,24.018766849900214,Hypertension Stage 1,0.7586206896551724
22,F,159.3,54.0,21.3,66.0,108.0,23.0,27.2,33.0,189.0,B,1.5930000000000002,21.279538659601855,Normal,0.460919540229885
46,M,173.9,69.4,17.8,88.0,138.0,43.9,14.5,46.0,237.0,A,1.739,22.948817193491927,Hypertension Stage 1,0.7063218390804596
24,M,176.0,77.5,24.7,75.0,114.0,35.6,9.3,38.0,200.0,D,1.76,25.019369834710744,Normal,0.5333333333333334
56,F,164.0,57.6,23.2,95.0,127.0,24.4,23.6,27.0,149.0,A,1.64,21.41582391433671,Hypertension Stage 2,0.3272988505747127
28,M,171.4,76.8,25.1,84.0,130.0,47.8,23.0,41.0,217.0,D,1.714,26.14204662270627,Hypertension Stage 1,0.6247126436781608
30,M,179.2,76.5,12.6,69.0,132.0,55.4,16.7,50.0,215.0,A,1.7919999999999998,23.822395169005105,Hypertension Stage 1,0.7025862068965516
21,F,153.0,56.9,40.2,70.0,120.0,18.6,19.4,22.0,160.0,D,1.53,24.306890512196162,Elevated,0.2790229885057471
59,F,162.0,65.3,37.6,74.0,133.0,24.7,16.5,11.0,125.0,C,1.62,24.88187776253619,Hypertension Stage 1,0.17183908045977012
27,F,164.6,56.9,29.4,68.0,148.0,26.8,19.9,51.0,183.0,A,1.646,21.00161073865138,Hypertension Stage 2,0.4830459770114943
38,M,179.9,82.2,18.0,97.0,145.0,54.3,20.0,61.0,241.0,B,1.7990000000000002,25.398583179278457,Hypertension Stage 2,0.7902298850574713
41,M,167.9,72.4,20.7,87.0,132.0,44.6,23.3,60.0,212.0,B,1.679,25.68249273423125,Hypertension Stage 1,0.6683908045977012
21,F,168.4,60.2,34.2,82.0,138.0,25.8,16.8,32.0,162.0,B,1.6840000000000002,21.22815827037762,Hypertension Stage 1,0.3514367816091955
23,F,163.7,53.4,29.6,73.0,116.0,26.6,28.0,43.0,204.0,C,1.6369999999999998,19.927090730581632,Normal,0.5192528735632185
21,F,166.3,47.6,25.3,73.0,112.0,23.8,10.1,42.0,172.0,C,1.663,17.21164794658893,Normal,0.42873563218390803
22,M,182.9,72.4,12.3,80.0,133.0,52.6,11.2,45.0,225.0,C,1.829,21.64268583339736,Hypertension Stage 1,0.7097701149425287
28,M,170.3,52.5,16.8,95.0,134.0,30.1,16.5,25.0,185.0,D,1.703,18.102143673093902,Hypertension Stage 1,0.45977011494252873
25,F,154.0,57.9,33.1,62.0,112.0,30.2,18.7,36.0,158.0,C,1.54,24.41389779052117,Normal,0.36724137931034484
39,M,176.9,90.1,21.5,79.0,134.0,46.4,9.3,45.0,225.0,C,1.7690000000000001,28.791820438741322,Hypertension Stage 1,0.6655172413793102
22,M,180.6,80.0,25.2,70.0,142.0,35.6,20.4,49.0,221.0,C,1.806,24.527568373662785,Hypertension Stage 2,0.6238505747126437
30,M,170.2,62.9,14.7,78.0,134.0,42.8,27.8,65.0,240.0,A,1.702,21.713585040617176,Hypertension Stage 1,0.7752873563218391
24,F,162.8,59.7,32.6,81.0,134.0,27.7,21.1,47.0,158.0,B,1.6280000000000001,22.525037881303238,Hypertension Stage 1,0.3931034482758621
64,M,163.8,68.5,30.9,87.0,145.0,35.5,18.8,26.0,182.0,B,1.6380000000000001,25.53070318638084,Hypertension Stage 1,0.42902298850574716
22,F,166.0,68.8,31.3,84.0,146.0,33.5,27.8,38.0,181.0,A,1.66,24.96733923646393,Hypertension Stage 1,0.453735632183908
64,F,155.5,60.0,34.9,85.0,130.0,17.0,12.8,20.0,100.0,D,1.555,24.813639230363627,Hypertension Stage 1,0.11149425287356321
26,M,170.1,67.1,16.4,68.0,113.0,35.2,15.4,51.0,225.0,B,1.7009999999999998,23.190701876442294,Normal,0.6652298850574713
39,F,159.3,50.6,30.8,78.0,128.0,25.2,19.6,32.0,167.0,A,1.5930000000000002,19.939715855108407,Elevated,0.3738505747126436
50,M,165.2,67.0,28.4,96.0,143.0,39.0,13.3,38.0,205.0,B,1.652,24.550182037767712,Hypertension Stage 2,0.5468390804597701
45,F,159.2,59.1,30.7,75.0,106.0,25.0,21.7,35.0,137.0,A,1.5919999999999999,23.318539935860212,Normal,0.29597701149425293
52,F,150.3,49.1,33.6,70.0,103.0,20.8,19.5,16.0,130.0,D,1.5030000000000001,21.735194503430485,Normal,0.2008620689655173
25,M,184.0,75.7,9.2,87.0,130.0,51.5,21.8,58.0,230.0,A,1.84,22.359404536862005,Hypertension Stage 1,0.7672413793103449
25,M,175.3,63.7,9.9,75.0,119.0,44.6,11.5,55.0,221.0,B,1.7530000000000001,20.72886867562054,Normal,0.7109195402298851
35,M,177.3,82.7,23.8,83.0,125.0,49.0,12.1,51.0,197.0,B,1.7730000000000001,26.308012428070487,Hypertension Stage 1,0.6031609195402298
63,M,169.4,76.1,24.3,79.0,135.0,40.4,17.3,28.0,168.0,B,1.694,26.51904283330708,Hypertension Stage 1,0.42758620689655175
31,M,167.0,71.1,20.0,81.0,140.0,46.9,14.6,53.0,228.0,A,1.67,25.493922334970776,Hypertension Stage 1,0.7028735632183907
42,F,158.1,51.0,14.0,68.0,112.0,23.9,20.3,30.0,121.0,B,1.581,20.403582869151823,Normal,0.28045977011494255
25,F,158.6,46.2,17.8,62.0,115.0,22.1,19.6,21.0,135.0,C,1.5859999999999999,18.366889348635368,Normal,0.278735632183908
24,F,156.1,49.4,25.1,70.0,110.0,21.7,23.8,38.0,137.0,C,1.561,20.273145756120623,Normal,0.3112068965517241
22,M,175.1,67.5,18.3,78.0,118.0,39.4,24.9,60.0,163.0,C,1.751,22.01564839672264,Normal,0.5195402298850573
26,M,172.9,83.3,31.5,64.0,133.0,45.2,9.2,44.0,174.0,D,1.729,27.864741267681815,Hypertension Stage 1,0.4839080459770114
22,F,166.0,54.9,23.5,82.0,155.0,28.1,21.5,46.0,167.0,C,1.66,19.92306575700392,Hypertension Stage 1,0.4433908045977012
46,M,168.0,58.7,23.2,86.0,155.0,32.9,17.4,38.0,182.0,C,1.68,20.79790249433107,Hypertension Stage 1,0.47816091954023
37,M,181.2,86.0,23.0,83.0,137.0,52.8,21.3,44.0,222.0,B,1.8119999999999998,26.192808307627836,Hypertension Stage 1,0.6681034482758621
28,M,170.0,84.2,13.5,93.0,139.0,42.6,23.5,51.0,241.0,C,1.7,29.134948096885818,Hypertension Stage 1,0.7408045977011495
28,M,171.0,74.6,25.2,83.0,143.0,42.4,8.0,52.0,213.0,D,1.71,25.51212338839301,Hypertension Stage 1,0.6290229885057471
23,F,163.5,58.5,27.9,85.0,133.0,35.7,26.8,39.0,168.0,C,1.635,21.88367982493056,Hypertension Stage 1,0.4353448275862069
39,M,170.8,68.9,19.9,78.0,117.0,43.3,7.4,52.0,215.0,C,1.7080000000000002,23.618020172325846,Normal,0.6525862068965518
55,F,154.6,58.9,41.3,80.0,130.0,23.1,18.5,27.0,115.0,B,1.546,24.64315539496828,Hypertension Stage 1,0.17385057471264367
41,M,176.2,93.1,35.8,85.0,135.0,36.3,7.1,1.0,182.0,D,1.7619999999999998,29.98733510186676,Hypertension Stage 1,0.3454022988505747
36,F,165.8,55.78,26.7,73.0,124.0,25.4,23.9,30.0,152.0,B,1.6580000000000001,20.291280642452936,Elevated,0.33735632183908054
29,M,172.7,71.8,15.7,86.0,148.0,52.2,19.7,57.0,254.0,A,1.7269999999999999,24.073529544892946,Hypertension Stage 1,0.8166666666666667
41,M,177.0,81.7,24.2,95.0,126.0,46.3,7.8,39.0,213.0,C,1.77,26.07807462734208,Hypertension Stage 2,0.6057471264367816
23,F,161.8,58.7,29.6,76.0,124.0,29.0,10.3,44.0,126.0,C,1.618,22.42234686721234,Elevated,0.3048850574712644
22,M,175.8,73.3,17.5,83.0,120.0,50.5,7.2,43.0,232.0,C,1.758,23.717353855153945,Hypertension Stage 1,0.7031609195402299
52,F,159.5,55.2,31.5,68.0,103.0,24.4,15.0,16.0,119.0,C,1.595,21.697899981328803,Normal,0.185632183908046
63,F,175.1,81.2,26.3,87.0,143.0,40.2,24.4,36.0,167.0,D,1.751,26.484009626872272,Hypertension Stage 1,0.44137931034482747
64,M,159.3,56.5,19.8,82.0,154.0,34.2,-1.4,16.0,144.0,D,1.5930000000000002,22.264702486435276,Hypertension Stage 1,0.31925287356321835
41,M,175.7,81.2,22.0,80.0,117.0,43.7,14.3,42.0,199.0,B,1.757,26.303437360404715,Hypertension Stage 1,0.5729885057471263
21,F,170.5,67.8,30.7,54.0,102.0,29.7,9.8,39.0,166.0,D,1.705,23.32281284130683,Normal,0.40431034482758615
44,M,177.4,87.9,25.9,95.0,155.0,48.7,5.2,28.0,214.0,D,1.774,27.93068867736273,Hypertension Stage 2,0.5790229885057471
50,F,157.3,51.1,29.1,70.0,118.0,21.6,20.5,33.0,164.0,A,1.5730000000000002,20.65206365038764,Normal,0.3626436781609195
26,M,180.8,69.26,13.6,80.0,120.0,44.0,1.5,53.0,249.0,D,1.808,21.187788785339496,Hypertension Stage 1,0.7732758620689654
53,M,167.0,65.7,23.7,99.0,153.0,33.7,14.2,32.0,185.0,C,1.67,23.55767506902363,Hypertension Stage 2,0.47040229885057466
29,M,185.0,85.8,23.6,92.0,129.0,51.0,17.2,55.0,231.0,B,1.85,25.069393718042363,Hypertension Stage 2,0.7186781609195402
47,M,177.7,87.7,28.5,82.0,129.0,40.4,12.2,44.0,204.0,D,1.777,27.77312429280664,Hypertension Stage 1,0.5649425287356321
25,M,179.4,74.3,12.4,92.0,139.0,49.1,20.9,58.0,270.0,A,1.794,23.085747238720916,Hypertension Stage 1,0.8660919540229886
40,F,159.1,50.4,16.6,67.0,115.0,28.7,25.7,32.0,162.0,A,1.591,19.910867264440416,Normal,0.41034482758620694
51,F,161.2,47.8,17.1,75.0,123.0,23.9,14.1,29.0,154.0,C,1.6119999999999999,18.394916537876597,Elevated,0.3635057471264368
40,F,163.3,47.7,16.1,70.0,122.0,27.9,27.6,32.0,185.0,A,1.633,17.88735019344213,Elevated,0.4755747126436782
27,F,169.8,64.9,26.9,83.0,132.0,31.3,12.3,49.0,159.0,C,1.6980000000000002,22.509680202996385,Hypertension Stage 1,0.428448275862069
28,M,171.4,68.3,12.6,62.0,130.0,35.9,12.3,52.0,228.0,C,1.714,23.248721150141126,Hypertension Stage 1,0.6896551724137929
54,M,176.0,68.9,18.9,82.0,149.0,40.2,10.5,44.0,182.0,B,1.76,22.243026859504134,Hypertension Stage 1,0.5287356321839081
23,F,167.2,54.8,24.5,80.0,110.0,29.0,19.5,39.0,175.0,C,1.672,19.602344268675168,Hypertension Stage 1,0.44597701149425284
28,M,175.4,69.9,14.9,82.0,143.0,45.9,23.8,58.0,230.0,B,1.754,22.720505922933608,Hypertension Stage 1,0.7347701149425288
29,M,170.0,66.0,20.6,95.0,145.0,39.6,6.0,38.0,185.0,C,1.7,22.837370242214536,Hypertension Stage 2,0.5135057471264369
54,M,163.0,75.5,23.1,77.0,138.0,46.7,3.3,42.0,207.0,D,1.63,28.416575708532502,Hypertension Stage 1,0.6014367816091952
23,M,178.6,83.9,17.9,76.0,123.0,48.5,16.6,43.0,243.0,C,1.786,26.302622487456876,Elevated,0.7278735632183908
35,F,158.3,70.1,32.8,72.0,124.0,29.1,21.4,41.0,149.0,D,1.5830000000000002,27.974104200146126,Elevated,0.353448275862069
29,F,161.4,61.8,29.8,57.0,118.0,24.6,18.7,41.0,168.0,B,1.614,23.72364487315911,Normal,0.40373563218390807
29,M,178.8,72.9,13.7,62.0,128.0,51.1,8.1,51.0,243.0,C,1.788,22.8030268906806,Elevated,0.7704022988505748
45,M,160.0,59.3,20.2,78.0,118.0,31.0,11.5,40.0,220.0,B,1.6,23.164062499999993,Normal,0.5962643678160919
22,F,159.1,51.3,29.1,73.0,111.0,21.3,7.9,24.0,154.0,D,1.591,20.266418465591137,Normal,0.30718390804597706
47,M,174.3,78.1,22.8,83.0,142.0,46.7,16.8,52.0,231.0,C,1.743,25.7072878021388,Hypertension Stage 1,0.7
44,M,176.9,85.2,24.7,86.0,143.0,50.4,2.9,44.0,192.0,D,1.7690000000000001,27.226005564714328,Hypertension Stage 1,0.5701149425287355
26,F,161.9,53.9,20.7,68.0,110.0,30.3,26.0,40.0,173.0,A,1.619,20.563406826211743,Normal,0.4577586206896552
32,M,165.9,74.8,24.3,91.0,150.0,42.2,17.1,54.0,229.0,A,1.659,27.177457534314264,Hypertension Stage 2,0.6827586206896551
48,F,161.5,49.4,22.4,59.0,112.0,19.9,11.0,37.0,157.0,C,1.615,18.94008377344746,Normal,0.3683908045977011
56,M,162.3,56.68,15.9,91.0,141.0,34.5,9.0,23.0,138.0,D,1.6230000000000002,21.51754906460541,Hypertension Stage 2,0.3341954022988506
26,M,180.6,73.4,17.5,99.0,152.0,41.0,11.2,44.0,236.0,D,1.806,22.504043982835608,Hypertension Stage 2,0.6902298850574712
22,M,177.1,71.4,18.1,79.0,138.0,51.0,11.6,57.0,158.0,B,1.771,22.764655863126396,Hypertension Stage 1,0.5304597701149426
43,F,166.2,51.8,16.5,91.0,141.0,35.9,15.8,40.0,165.0,B,1.662,18.752869044153954,Hypertension Stage 2,0.4629310344827587
37,F,170.0,63.0,25.9,58.0,112.0,33.4,20.4,35.0,190.0,A,1.7,21.79930795847751,Normal,0.4862068965517241
33,F,162.7,53.9,33.4,73.0,133.0,27.6,30.4,42.0,175.0,A,1.6269999999999998,20.36168241139741,Hypertension Stage 1,0.42499999999999993
48,M,168.6,71.0,22.0,98.0,147.0,49.7,7.0,39.0,225.0,C,1.686,24.977168757009437,Hypertension Stage 2,0.6563218390804597
22,M,175.8,66.6,14.7,71.0,128.0,34.2,2.9,52.0,240.0,D,1.758,21.54946475788885,Elevated,0.7132183908045977
27,M,173.9,79.0,27.0,80.0,139.0,31.6,0.2,39.0,206.0,D,1.739,26.123293347058528,Hypertension Stage 1,0.5353448275862069
38,M,171.4,71.7,17.2,90.0,150.0,42.5,21.3,54.0,216.0,A,1.714,24.406051339167185,Hypertension Stage 2,0.6666666666666666
62,M,164.5,64.02,17.8,65.0,152.0,41.0,13.0,26.0,205.0,B,1.645,23.65831801258303,Hypertension Stage 2,0.5485632183908046
31,M,176.5,69.3,12.7,64.0,106.0,46.6,10.6,58.0,253.0,B,1.765,22.245584187337993,Normal,0.8091954022988507
22,M,175.0,69.8,15.0,63.0,128.0,50.3,26.8,60.0,276.0,A,1.75,22.791836734693877,Elevated,0.8850574712643678
29,M,179.0,79.1,5.0,62.0,118.0,53.9,10.3,46.0,209.0,B,1.79,24.687119627976653,Normal,0.6913793103448275
22,M,170.0,73.6,23.9,65.0,102.0,36.5,7.0,57.0,217.0,C,1.7,25.46712802768166,Normal,0.6416666666666667
50,F,153.9,43.8,23.2,65.0,121.0,22.0,18.5,19.0,138.0,B,1.5390000000000001,18.49255294759894,Elevated,0.26580459770114945
32,M,176.3,71.8,21.2,72.0,126.0,45.3,15.4,45.0,209.0,B,1.7630000000000001,23.100416997917417,Elevated,0.6172413793103448
46,M,163.5,71.1,28.6,85.0,144.0,37.9,14.9,35.0,204.0,D,1.635,26.597087787223295,Hypertension Stage 1,0.5316091954022989
31,M,178.0,78.2,19.4,79.0,134.0,45.7,11.9,48.0,218.0,B,1.78,24.681227117788158,Hypertension Stage 1,0.6580459770114943
22,M,179.6,70.0,13.1,74.0,127.0,49.7,16.7,51.0,248.0,B,1.796,21.701281243644626,Elevated,0.782471264367816
28,M,176.2,83.7,20.5,76.0,109.0,46.2,7.8,46.0,211.0,C,1.7619999999999998,26.959612760754542,Normal,0.6304597701149425
31,M,173.7,83.8,29.6,99.0,128.0,39.3,27.5,60.0,204.0,D,1.7369999999999999,27.77438055342608,Hypertension Stage 2,0.6045977011494252
59,M,165.7,57.6,13.6,60.0,124.0,33.0,13.5,41.0,186.0,A,1.6569999999999998,20.97864657864134,Elevated,0.5261494252873564
